Circular Number,Circular Date,Text,Predicted Redshift,Predicted GRB Number,Predicted Telescope Name,Predicted Redshift Type
18426,2015-10-21 03:53:02.000,"GRB 151021A: Optical counterpart and redshift from X-shooterA. de Ugarte Postigo, (IAA-CSIC, DARK/NBI), D. Malesani (DARK/NBI),
D. Xu (NAOC/CAS) report on behalf of a larger collaboration:

We have observed the field of GRB 151021A (Melandri et al., GCN 18425) 
with X-shooter at the VLT (Paranal Observatory, Chile). Observation 
started at 02:13 UT (44 min after the burst) and cover the range between
3000 and 24800 AA.

In the close proximity of the XRT error circle, we detect a bright, uncatalogued 
object in the r'-band acquisition image, at coordinates (J2000, 0.5"" error):

RA = 22:30:34.369
Dec = -33:11:49.45

We suggest that this is the optical afterglow of GRB 151021A and we measure 
for it R = 18.2 (Vega), derived from comparison with R-band magnitudes for the 
USNO-B1.0 catalogue. An object at consistent coordinates is also visible in the 
UVOT white-band image.

On a preliminary reduction, the spectrum shows a bright continuum with multiple 
absorption features, including SII, OI, SiII, SiIV, CIV, AlII, ZnII, CrII, FeII, NiII, MnII, 
MgII, MgI, as well as fine-structure lines from FeII* and NiII* and Ly-alpha 
absorption at a common redshift of z = 2.330, which we identify as the redshift of 
the GRB. We also identify an intervening system at z = 1.490 with features of 
FeII, MgII, and MgI.

We acknowledge the excellent support given by the Paranal staff, and in 
particular Andrea Mehner, Julien Mili and Jose Velasquez.",z = 2.330,GRB 151021A,"VLT (Paranal Observatory, Chile)",Spectroscopic
1846,2003-02-02 22:16:40.000,"Type Ic SN2003L (SN/GRB?), optical spectrumT. Matheson, P. Challis, R. P. Kirshner (CfA) and P. M. Garnavich
(Notre Dame)

We obtained spectra of the type Ic SN 2003L (IAUC 8048; GCN 1834) with
the MMT 6.5m telescope and the Blue Channel spectrograph on Jan 29.46
UT.  Two 600s exposures have a resolution of 0.6 nm and cover the
wavelength range 320 to 880 nm.  The supernova appears to be a normal
type Ic, similar to SN 1994I near maximum.  Expansion velocities
derived from the minima of the Ca II (rest 395.1 nm) and Na I D (rest
589.3 nm) lines are 12 000 km/s and 11 700 km/s, respectively.  At 4
days before maximum, SN 1994I had a velocity of 16 100 km/s for Ca II
and 11 100 for Na I.  As has been noted already (IAUC 8057), the
expansion velocity derived from the Si II (rest 635.5 nm) line of 5200
km/s is quite low, compared with 12 200 km/s for SN 1994I (at four
days before maximum).  The Si II line velocity was larger than 12 000
km/s for the first twenty days after explosion for SN 1998bw, well
above the value for SN 2003L.  The spectrum is available at
http://cfa-www.harvard.edu/cfa/oir/Research/supernova/RecentSN.html.

This message may be cited.",No Redshift,SN/GRB?,MMT 6.5m telescope,No Information
18483,2015-10-27 10:03:40.000,"Tentative redshift for GRB 151027A from Swift-XRT dataS. Campana (INAF-OAB) report on behalf of the Swift Team:

Swift BAT triggered on the early activity of GRB 151027A (Maselli et
al. 2015, GCN 18478). Swift XRT started observing 87 s after the
trigger observing the main event. By using the Swift/XRT spectrum
repository at http://www.swift.ac.uk/xrt_spectra/ (see Evans et al.
2009, MNRAS, 397, 1177) we selected a time interval with an almost
constant hardness ratio, starting at 150 s after the burst onset
and lasting 281 s. We then fit the Window Timing (WT) spectrum with
XSPEC using the model tbabs*ztbabs*pow.
We assume a Galactic column density of 3.75x10^20 cm^-2 (Willingale et
al. 2013, MNRAS, 431, 394) and we allow for a 30% uncertainty in the fit.
We fit the spectrum using C-statistics (C-stat=593.74 with 637 d.o.f.).
In the intrinsic column density vs. redshift plane there is just one 
deep minimum
hinting for a redshift z=0.38+/-0.17 (90% confidence level) and an
intrinsic column density N_H(z)=(3.6+/-0.7)x10^21 cm^-2.
The X-ray spectrum is soft with Gamma=2.6, (assuming a cut-off power
law spectrum the allowed redshift range expands to 0.27-1.38).

The contour plot is available at
http://www.brera.inaf.it/utenti/campana/151027.gif",z=0.38+/-0.17,GRB 151027A,Swift,Spectroscopic
18487,2015-10-27 13:57:31.000,"GRB 151027A: Keck/HIRES redshiftD. A. Perley (DARK/NBI), L. Hillenbrand (Caltech), and J. X. Prochaska 
(UCO/Lick) report:

We obtained a 900s spectrum of the optical afterglow of GRB 151027A 
(Maselli et al., GCN 18478) with Keck/HIRES starting at UT 06:54 on 
2015-10-27.  In the preliminary reduction, we identify a series of 
strong absorption lines including the MgII doublet at z=0.81. Associated 
MgI, FeII, and (likely) FeII* are also present, indicating that this is 
the redshift of the GRB.  Analysis is ongoing.",0.81,GRB 151027A,Keck/HIRES,Spectroscopic
18505,2015-10-28 06:34:50.000,"GRB 151027B: VLT/X-shooter redshiftD. Xu (NAOC/CAS), N. R. Tanvir (U. Leicester), D. Malesani, J. Fynbo (DARK) report:

We observed the optical afterglow of GRB 151027B (Ukwatta et al. GCN 18499, Malesani et al. GCN 18501) with the VLT X-shooter spectrograph covering a spectral range 3400A to 18000A. Observations began at 2015 Oct 28 03:50 UT, approximately 5h09m post-burst.

The spectrum shows a clear continuum in the red, with a strong break corresponding to Ly-alpha at a redshift of z=4.063.  This is supported by detection of absorption lines of Si II 1259/1260, Si II* 1265, CII 1335, CII* 1336, OI 1302, SiII 1304, S IV 1394/1403, CIV 1548/1551, FeII 1608 and Al II 1671 at that redshift. We therefore propose this as the redshift of the 1000th Swift GRB.

We thank the staff at Paranal, particularly T. Rivinius, for their support in obtaining these observations.",z=4.063,GRB 151027B,VLT X-shooter spectrograph,Spectroscopic
18524,2015-10-29 10:48:11.000,"GRB 151029A VLT/X-shooter redshiftNial R. Tanvir (Univ. Leicester), Thomas Kruehler (MPE), Daniele
Malesani (DARK/NBI), Dong Xu (NAOC/CAS), Antonio de Ugarte Postigo
(IAA-CSIC),  Giovanna Pugliese (API/UvA) report on behalf of
a larger collaboration:

We observed the optical counterpart of GRB 151029A (Ukwatta et al., GCN
18522; Knust et al., GCN 18523) using the ESO Very Large Telescope UT2
equipped with the X-shooter spectrograph. Observations started on Oct
29.369 UT (1.02 hr after the GRB), that is at the end of the Chilean
night, and were extended over twilight.

The optical counterpart (Ukwatta et al., GCN 18522; Knust et al., GCN
18523) is clearly detected in our grz acquisition images.

We detect a faint continuum throughout the spectral range of
our observations, from about 3300A to 18000A, indicating
an upper limit to the redshift of z~2.  We also detect several
weak absorption features that would be consistent with being
MgII (2796/2804) and FeII (2344/2587/2600) lines at z=1.423,
which we therefore report as the likely redshift for this GRB.

We acknowledge expert support from the ESO observing staff, in
particular Thomas Rivinius and Marcela Espinoza.",z=1.423,GRB 151029A,ESO Very Large Telescope UT2,Spectroscopic
18540,2015-10-31 07:23:44.000,"GRB 151031A: VLT/X-shooter optical counterpart and redshiftD. Malesani (DARK/NBI), N. R. Tanvir (Univ. Leicester), T. Kruehler 
(MPE), A. de Ugarte Postigo (IAA-CSIC and DARK/NBI), H. Flores 
(GEPI/Paris obs), D. Xu (NAOC/CAS), J.P.U. Fynbo (DARK/NBI), report on 
behalf of the X-shooter GRB collaboration:

We observed the field of GRB 151031A (Sonbas et al., GCN 18538) with the 
ESO Very Large Telescope UT2 (Kueyen) equipped with the X-shooter 
spectrograph. Observations were carried out using the automatic ""rapid 
response mode"" (RRM), and started immediately following the reception of 
the XRT position notice.

In the acquisition images, we detect a single source consistent with the 
position of the XRT afterglow, at coordinates (J2000):

RA = 05:32:47.11
Dec = -39:07:19.1

We measure for this object R = 20.4 +- 0.1 (calibrated against three 
nearby USNO stars) in an image taken on Oct 31.2565 UT, that is 18.8 min 
after the GRB.

A sequence of spectra with increasing exposure time (3 to 32 min) was 
secured covering the wavelength range 3,000 - 25,000 AA. From the 
analysis of the first 8 min data, several absorption features can be 
seen on top of the object continuum, which we interpret as due to Ca II, 
Mg I, Mg II and Fe II in absorption at a common redshift of z = 1.167. 
In the visible arm, an emission feature is also seen, corresponding to 
[O ii] at a consistent redshift, which we thus consider to be the 
redshift of GRB 151031A. Analysis of the full data set is ongoing.

We acknowledge excellent support from the ESO observing staff in 
Paranal, in particular Thomas Rivinius, Marcela Espinoza, and Claudia Cid.",z = 1.167,GRB 151031A,ESO Very Large Telescope UT2 (Kueyen),Spectroscopic
18598,2015-11-13 18:01:27.000,"GRB 151111A: GROND confirmation of the afterglow and photometric redshift estimateJ. Bolmer, J. Graham, F. Knust and J. Greiner (all MPE Garching) report:

We reobserved the field of GRB 151111A (Swift trigger 663074; Page et al., GCN 18578) simultaneously in grizJHK
with GROND (Greiner et al. 2008, PASP 120, 405) mounted at the 2.2m MPG telescope at ESO La Silla Observatory (Chile).

Observations started at 05:31:33 UT on November 13, about 1.9 days after the GRB trigger.
The initially reported source at the coordinates of RA, Dec = 56.84483, -44.16201 (+/- 0.2) (Graham et al. GCN 18585)
has clearly faded (e.g. in the r band from 22.19 +/- 0.04 to 22.68 +/- 0.05 mag) and we thus conclude that this source is the optical afterglow of GRB 151111A.

Furthermore, after correcting for the galactic foregorund E(B-V)=0.01 mag, and
fitting a powerlaw model to the 7-cannel GROND SED from the first night,
we derive a photometric redshift of z = 3.5 +/- 0.3, according to the g'-band dropout
with g'-r =  1.3 mag.",3.5 +/- 0.3,GRB 151111A,2.2m MPG telescope at ESO La Silla Observatory (Chile),Photometric
18603,2015-11-14 20:28:01.000,"GRB 151112A: GROND photometric redshift and i'-band predictionJ. Bolmer, F. Knust and J. Greiner (all MPE Garching) report on behalf
of the GROND team: 

We present further analysis of the GROND observations of GRB 151112A 
(Swift trigger 663179; Malesani et al., GCN #18588; Knust et al. GCN
#18595). 

After correcting for the galactic foreground E(B-V)=0.01 mag and 
fitting a power-law model to the 7-channel GROND SED from the first
night, 
we derive a photometric redshift of z = 4.1 +/- 0.3, according to the
g'- and r'-band 
dropouts with g'-r' > 1.5 mag and r'-i' = 0.9 mag. 

Based on the observed decay between the first and the second night we
predict an 
i'-band magnitude of ~24 mag for the coming night.",4.1 +/- 0.3,GRB 151112A,GROND,Photometric
18696,2015-12-15 10:15:44.000,"GRB 151215A: NOT spectroscopy and redshiftD. Xu (NAOC/CAS), N. R. Tanvir (Univ. Leicester), D. Malesani 
(DARK/NBI), J. P. U. Fynbo (DARK/NBI), P. Jakobsson (Univ. Iceland), J. 
Saario (NOT and Univ. Turku) report on behalf of a larger collaboration:

We observed the optical afterglow (Cenko, GCN 18692; Wiseman et al., GCN 
18694) of GRB 151215A (Gibson et al., GCN 18691) using the Nordic 
Optical Telescope (NOT) equipped with the AlFOSC camera and spectrograph.

The optical afterglow is clearly visible in our images, and we measure 
its brightness on Dec 15.160 UT (0.81 hr after the GRB) to be R = 20.07 
+- 0.02 (Vega, assuming R = 16.31 for the USNO star at RA = 06:14:19.93, 
Dec = +35:31:06.0).

A sequence of three spectra of 1200 s each was carried out starting on 
Dec 15.176 UT (1.2 hr after the trigger), covering the wavelength range 
3200-9000 AA.

A wide trough is visible superimposed on the afterglow continuum, 
indicating Lyalpha absorption from neutral hydrogen. We also detect 
several narrow absorption features, which we interpret as due to, e.g., 
Si II, O I, Al II, all at a common redshift of z = 2.59. A preliminary 
fit to the Lyalpha profile yields an HI column density of 3x10^21 cm^-2, 
though establishing the system as a DLA.",2.59,GRB 151215A,Nordic Optical Telescope (NOT),Spectroscopic
18760,2015-12-29 23:11:56.000,"GRB 151229A Swift-BAT Spectral lag analysisJ. Norris (BSU), S. D. Barthelmy (GSFC), A. Y. Lien (GSFC/UMBC) for the Swift-BAT Team:

We report the spectral lag analysis for GRB 151229A (Kocevski, et al.,
GCN Circ. 18745, & Lien 18751) based on the BAT data.  Using 8-ms binned light curve,
the spectral lag for the 25-50 keV to 100-300 keV bands is -47.6 +/-31 ms and
+12 +/-24 for the 15-25 to 50-100 bands.  Although the errors are large,
the values are marginally consistent with zero, therefore we believe
this burst belongs to a short burst category, although we can not rule out
the long burst possibility.  There is no evidence for extended emission.",No Redshift,GRB 151229A,Swift-BAT,No Information
1882,2003-02-26 09:30:11.000,"GRB 030226 Optical Spectra and R,I,z' ImagingM. Ando, K. Ohta, C. Watanabe (Kyoto Univ.),  K. Aoki, Y. Ohyama,
K. S. Kawabata, S. Harasawa, D. Scarla (Subaru NAOJ), and
N. Kawai (Tokyo Tech) report:

We have obtained optical images and optical spectra of the afterglow
of GRB030226 (=H10893) with FOCAS attached to Subaru 8.2m on Mauna Kea.

R-, I-, and z'-band images taken at Feb 26.29 (UT) reveal the presence
of the optical afterglow with an R magnitude of ~17.8 mag.  We derived
a position of RA=11:33:04.9, Dec=+25:53:55 (J2000) with an accuracy of
1"" using the USNO A-2.0 catalog.

We have also taken optical spectra covering wavelength regions of
3700-6000 A and 5800-10000 A at Feb 26.31 (UT) with an exposure time
of 20 min. each.  The spectral resolutions are about R=1000.  The
optical spectra show intergalactic absorption lines clearly; roughly
derived the highest redshift absorbers are MgII 2800 and CVI 1550 at
z=2.1, indicating that a redshift of GRB 030226 is 2.1 or larger.

This message may be cited.",2.1 or larger,GRB030226 (=H10893),Subaru NAOJ,Spectroscopic
18831,2016-01-05 12:09:05.000,"GRB 160104A: Spectroscopic observations from 10.4m GTCA. de Ugarte Postigo (IAA-CSIC, DARK/NBI), C.C. Thoene (IAA-CSIC),
J.P.U. Fynbo (DARK/NBI), N.R. Tanvir (U. Leicester), R. Sanchez-Ramirez
(IAA-CSIC) and S. Geier (GRANTECAN), report on behalf of a larger collaboration:

We observed the afterglow of GRB 160104A (Melandri et al. GCN18815,
Guidorzi et al. GCN18816) with OSIRIS on the 10.4 m GTC telescope, located
at the Roque de los Muchachos Observatory (La Palma, Spain). Observations 
started at 20:25 UT (9.0 hr after the GRB onset) and consisted of a 40 s 
acquisition image in i-band as well as 3x900s spectra using the R1000R grism which
covers the range between 5100 and 10000 AA with a resolution of R~800.

The acquisition image was obtained under good conditions with a seeing of 0.8"".
The afterglow is clearly detected although it shows a strong decay in brightness
with respect to previous detections (Guidorzi et al. GCN18816, Saito et al. GCN 
18817, Yurkov et al. GCN 18820, Xin et al. 18823). As compared to USNO-B1.0
stars we measure a magnitude of i(Vega)=22.6, roughly equivalent to i(AB)=23.0.

The combined spectrum shows a clear continuum over the complete range 
with only one prominent absorption feature centred at 5889 AA, with an 
equivalent width of ~30 AA. There are also tentative absorptions features 
at ~5300 and ~5340 AA. There is no drop bluewards of the 5889 AA feature
which could otherwise be suggestive of a weak Ly-alpha at z=3.84. At a 
redshift of 2.80, the features could be consistent with CIV and the two SiIV, 
respectively. We are not able to establish a convincing solution for the redshift 
based on this evidence.",2.80,GRB 160104A,10.4 m GTC telescope,Spectroscopic
1884,2003-02-26 17:22:19.000,"GRB030226: optical observations and refined redshiftM. Ando, K. Ohta, C. Watanabe (Kyoto Univ.),
K. Aoki, Y. Ohyama, K. S. Kawabata, S. Harasawa, D. Scarla (Subaru NAOJ),  
and N. Kawai (Tokyo Tech) report:

We obtained R, I, and z' images of the afterglow of GRB030226(=H10893)
at Feb 26.65 (UT) with FOCAS attached to Subaru 8.2m telescope.  The
R-band magnitude of the OT is derived to be 19.0+-0.2 using four stars
close to the OT in the USNO-A2.0 catalog.

With further analyses of the optical spectra reported in GCN 1882, 
we find the highest redshift for the absorbers to be  z=1.99.

This message may be cited.",1.99,GRB030226(=H10893),Subaru 8.2m telescope,Spectroscopic
18886,2016-01-18 05:35:54.000,"GRB 160117B: VLT/X-shooter spectroscopyA. de Ugarte Postigo (IAA-CSIC, DARK/NBI), G. Pugliese (API/UvA), 
D. Xu (NAOC/CAS), D. Malesani (DARK/NBI) report on behalf of a 
larger collaboration:

We observed the afterglow of GRB 160117B (Sonbas et al., GCN 18875; 
Yurkov et al., GCN 18877; Kruehler et al., GCN 18878, Malesani et al. 
GCN 18884, Hentunen et al. GCN 18885) with ESO's Very Large 
Telescope UT2 equipped with X-shooter. The spectra cover the range 
between 3000 and 18000 AA. Observations consisted of 4x1200s 
exposures, starting at 03:26 UT (13.45 hr after the GRB onset).

The optical counterpart is clearly detected in our grz acquisition images.

A preliminary analysis of the spectrum shows a clear continuum with 
absorption features due to FeII, MgII, as well as emission features of [OII], 
[OIII] and H-beta at a common redshift of 0.870, which we propose as 
redshift of the GRB.

We acknowledge the excellent support provided by the Paranal staff.",0.870,GRB 160117B,ESO's Very Large Telescope UT2,Spectroscopic
