Circular Number,Circular Date,Text,Predicted Redshift,Predicted GRB Number,Predicted Telescope Name,Predicted Redshift Type,Parsed Redshift
38934,2025-01-14 10:32:04.015,"GRB 250114A: VLT/X-shooter spectroscopic redshift z = 4.732D. B. Malesani (DAWN/NBI and Radboud), A. Saccardi (CEA/Irfu), S. D. Vergani (GEPI/Obs. de Paris), P. D’Avanzo (INAF/OABr), A. de Ugarte Postigo (CNRS, OCA and LAM), K. E. Heintz (DAWN/NBI), L. Izzo (INAF/OACn and DARK/NBI), A. J. Levan (Radboud), B. Milvang-Jensen (DAWN/NBI), B. Schneider (LAM), N. R. Tanvir (Leicester), A. L. Thakur (INAF/IAPS) report on behalf of the Stargate collaboration.

We observed the optical afterglow of GRB 250114A (Klingler et al., GCN 38927; An et al., GCN 38929; Malesani & Izzo, GCN 38930; Francile et al., GCN 38931; Brivio et al., GCN 38933) using the ESO VLT UT3 (Melipal) equipped with the X-shooter spectrograph. Our spectra cover the wavelength range 3000-25000 AA, and consist of 4 exposures by 600 s each. The observation mid time was 2025 Jan 14.3549 UT (0.962 hr after the GRB).

In a 30 s image taken with the acquisition camera on Jan 14.339 UT, we detect the optical afterglow, for which we measure a magnitude r = 21.58 +- 0.12 AB (calibrated against two nearby stars from the Pan-STARRS catalog).

Continuum is clearly detected in the red end of the VIS arm, showing a strong break at 7000 AA, which we interpret as the Lyman break and the onset of the Lyman-alpha forest. From the detection of multiple absorption features, which we interpret as due to Si II 1260, Si II* 1264, O I 1302, C IV 1548,1540, Si II* 1264, and Mg II 2796,2803 (among others), we infer a redshift of z = 4.732.

An intervening system at z = 1.642 is also identified via the Mg II 2796,2803 doublet.

We acknowledge expert support from the ESO observing staff at UT3, in particular Rodrigo Palominos and Ana Jimenez.",4.732,GRB 250114A,ESO VLT UT3 (Melipal),Spectroscopic,4.732
38877,2025-01-09 17:37:07.426,"GRB 250108B: Gemini-North likely redshift z = 2.197Daniele B. Malesani (DAWN/ NBI and Radboud), Jillian C. Rastinejad (Northwestern), Andrew J. Levan (Radboud), Wen-fai Fong, Charlie Kilpatrick (Northwestern), Gavin P. Lamb (LJMU), and Nial R. Tanvir (Leicester) report on behalf of a larger collaboration:

Following the detection of the optical afterglow (Rastinejad et al., GCN 38855) of GRB 250108B  (Klinger et al., GCN 38847), we obtained optical spectroscopy using the Gemini Multi-Object Spectrograph (GMOS-N) mounted on Gemini-North, under Program GN-2024B-Q-107 (P.I. Rastinejad). The mean time of the observation was 15:12 UT on 2025 Jan 8 (4.81 hr post-burst). The total exposure time was 4x400 s using the R400 grating, which covers the wavelength range 4650-9450 AA.

Given the faintness of the target (r ~ 23.4; Rastinejad et al., GCN 38855), only a weak trace is detected, with most of the signal apparent at the red end of the spectrum. A few absorption features are weakly detected. A possible redshift solution, based on the detection of Mg I 2852, Mg II 2796,2803, Fe II 2600, and Fe II 2586, yields z = 2.197, which we suggest to be the redshift of GRB 250108B.

The slit was aligned in order to cover also the nearby galaxy (Rastinejad et al., GCN 38855) at coordinates RA = 13:25:18.72, Dec = +25:37:12.7, with photometric redshift z = 0.2-0.3, resulting in a bright trace. We detect Halpha, [N II], and [S II] at z = 0.302, consistent with the Legacy Survey photometric redshift of z = 0.29 +/- 0.04 (Zhou et al., 2021). Our observations indicate that this object is unlikely to be physically connected to the GRB.

We thank Jen Miller, Leila Alamos, Brian Lemaux and additional Gemini staff for excellent support in the rapid planning and execution of these observations.

",2.197,GRB 250108B,Gemini-North,Spectroscopic,2.197
38809,2025-01-03 23:35:51.162,"GRB 250103A: Redshift 4.01 from OSIRIS+/GTCA. de Ugarte Postigo (CNRS, OCA and LAM), D. B. Malesani (DAWN/NBI and Radboud Univ.), C. C. Thoene (ASU-CAS, AbAO), J. F. Agui Fernandez (CAHA),  N. R. Tanvir (Univ. Leicester), L. Izzo (INAF/OACn and DARK/NBI), J. P. U. Fynbo (DAWN/NBI), S. Geier (GTC), G. Lombardi (GTC), A. Martin-Carrillo (UCD), N. A. Rakotondrainibe (LAM), Riccardo Scarpa (GTC) and Alvaro Tejero (GTC), report:


We observed the optical counterpart of GRB 250103A (Wang et al. GCN 38786, Li et al. GCN 38795, Qiu et al. GCN 38802, Trigg et al. GCN 38806, Xu et al. GCN 38808) with OSIRIS+, mounted on the 10.4 m GTC, at Roque de los Muchachos Observatory, in the island of La Palma (Spain). The observation started at 2025-01-03T22:03:11.011 UT (12.11 hr after the burst) consisted of an r-band acquisition followed by a single 1200 s spectrum with grism R1000B, covering the range between 3600 and 7800 AA. Although the planned observation was longer, weather and technical issues prevented us from completing the planned observation.

In a preliminary reduction, the spectrum shows a red trace with strong features that we identify as being due to the Lyman-alpha forest, a broad damped Lyman-alpha feature, and strong lines of SiII, SiII*, SiIV, OI, CII, CIV, amongst others, at a common redshift of 4.01. Further analysis is ongoing.

The underlying galaxy mentioned by Xu et al. (GCN 38808) has AB magnitudes in the Legacy survey of g=24.55, r=23.16, i=22.77, z=22.52. We note that this photometry does show a break in the g-band, which would be consistent with the Lyman break at z = 4. However, if this object is indeed the host galaxy, it would have an extraordinary luminosity at z=4.01, with an absolute magnitude M(UV) ~ -23 mag. ",4.01,GRB 250103A,GTC,Spectroscopic,4.01
38776,2025-01-02 10:05:57.673,"GRB 250101A: GMG spectroscopic redshift at z ~ 2.481R.-Z. Li, B.-T. Wang, F.-F. Song, J. Mao, S.-S. Li, H. Lin and J.-M. Bai (YNAO, CAS) report:

We observed the optical counterpart of GRB 250101A (Page et al., GCN 38752; Li et al., GCN 38753; Mohan et al., GCN 38754; Zhu et al., GCN 38755; Budnev et al., GCN 38756; Wu et al., GCN 38758; Moskvitin and Spiridonova, GCN 38762; Odeh and Guessoum, GCN 38763; Hu et al., GCN 38764; Moskvitin et al., GCN 38765; D’Avino and Izzo, GCN 38768; Escudero-Coca et al., GCN 38769; Leonini et al., GCN 38771). The observation was conducted using the GMG-2.4m telescope with Grism #14, which provides a wavelength coverage of 3600–7460 AA. A single 1800s spectrum was obtained, with exposure beginning at 14:24:54.5 UT on 2025-01-01, about 1.03 hours after the Swift trigger.

The Ly-alpha absorption feature at ~ 4250 AA is evident. Despite the low signal-to-noise ratio of the spectrum, we identified multiple metal absorption lines: Si II at 1303 AA, C II at 1335 AA, Si IV at 1394 AA, Si IV at 1403 AA, C IV at 1549 AA, Al II at 1671 AA, Al III at 1855 AA, and Al III at 1863 AA. These metal absorption features consistently indicate a redshift of z ~ 2.481, which is consistent with the Xinglong-2.16m result (Zhu et al., GCN 38759).

We acknowledge the staff at the Lijiang Observatory for conducting the observation.
",z ~ 2.481,GRB 250101A,GMG-2.4m,Spectroscopic,2.481
38487,2024-12-09 11:09:41.536,"GRB 241209A: VLT/X-shooter spectroscopyA. Saccardi (CEA/Irfu), S. D. Vergani (GEPI/Obs. de Paris), J. T. Palmerio (CEA/Irfu), D. B. Malesani (DAWN/NBI and Radboud Univ.), N. Habeeb (Leicester), A. de Ugarte Postigo (OCA and LAM) report on behalf of the Stargate collaboration:

We performed ESO VLT/X-shooter spectroscopic observations of the VLT/FORS2 candidate counterpart (de Ugarte Postigo et al., GCN 38484) of GRB 241209A (Fermi GBM team, GCN 38474; Parsotan et al., GCN 38476). Our spectra cover the wavelength range 3000-25000 AA, and consist of 4 exposures of 600 s each. The observation mid-time was 2024 Dec 9.302 UT (1.66 hr after the GRB).

From a preliminary reduction of the spectra, we do not detect any continuum. Emission lines are detected in the visible and near-infrared arms, which we identify as Halpha, [OIII] 5007 AA and the [OII] 3726, 3729 AA doublet at a common redshift of z = 1.490. No absorption lines are identified due to the faintness of the source (de Ugarte Postigo et al., GCN 38484) and the low S/N of the spectra.

We notice that the recently released UVOT-enhanced X-ray position (Evans et al., GCN 38486) encompasses both this object and the brighter galaxy mentioned by de Ugarte Postigo et al. (GCN 38484), making it unclear which one, if any, is the GRB counterpart. The brighter galaxy has of course a smaller chance association probability.

We encourage further photometric observation to detect the variability of any of these two sources.

We acknowledge the excellent support from the ESO staff in Paranal, in particular Jonathan Smoker.",1.490,GRB 241209A,ESO VLT/X-shooter,Spectroscopic,1.49
38097,2024-11-06 09:31:01.670,"GRB 241105A: VLT/FORS2 spectroscopic redshift z = 2.681L. Izzo (INAF-OACn & DARK/NBI), A. A. Chrimes (ESA/ESTEC & Radboud Univ.), D. B. Malesani (DAWN/NBI and Radboud Univ.), A. Saccardi (CEA/Irfu), A. Martin-Carrillo (UCD), A. J. Levan (Radboud Univ. and Warwick Univ.), B. P. Gompertz (Birmingham), N. R. Tanvir (U. Leicester), report on behalf of the Stargate collaboration:

We observed the proposed optical counterpart (Julakanti et al., GCN 38088) of GRB 241105A (Fermi GBM team, GCN 38085; DeLaunay et al., GCN 38091). We used the FORS2 spectrograph mounted on the ESO VLT UT1 (Antu), equipped with grisms 300V (without order-sorting filter) and 300I (with filter OG590). The exposure time was 600 s per grism. Spectroscopy started on 2024 November 6.133 UT (about 11.08 hr after the trigger), and was carried out through moderately good seeing conditions (1"").

In the acquisition image, we measure a preliminary magnitude R = 20.10 +/- 0.10 (Vega), calibrated using archival FORS2 zeropoints.

From a preliminary reduction of the 300V spectrum, a continuum is detected over the wavelength range 4600 to 8700 AA. A trough due to Lya absorption is visible at the blue end. From the detection of multiple absorption features, which we interpret as due to C II, C IV, Si II, Si IV, Al II, Al III and Fe II, we infer a redshift of z = 2.681.

We acknowledge the excellent support from the ESO staff in Paranal, in particular Edouard Gonzalez, Maria Jose Rain, Luca Sbordone and Israel Blanchard.

Note: The redshift value originally reported was z=2.702. The refined value was obtained using updated calibration data (see Izzo et al., GCN 38167).",2.681,GRB 241105A,ESO VLT UT1 (Antu),Spectroscopic,2.681
38004,2024-10-31 11:54:00.174,"GRB 241030B: GTC/OSIRIS+ tentative spectroscopic redshift z = 2.82N. R. Tanvir (U. Leicester), C. C. Thoene (ASU-CAS, AbAO), J. P. U. Fynbo (DAWN/NBI), A. de Ugarte Postigo (LAM/OCA, CNRS), L. Izzo (INAF-OACn & DARK/NBI), D. B. Malesani (DAWN/NBI and Radboud Univ.), A. Martin-Carrillo (UCD), J. F. Agui Fernandez (CAHA), G. Lombardi (GTC), S. Geier (GTC) and G. Gómez Velarde (GTC) report:

We observed the optical counterpart (Fu et al., GCN 37985) of GRB 241030B (Fermi GBM team, GCN 37980; Klingler et al., GCN 37981; Zhao et al., GCN 37984) using OSIRIS+ on the 10.4 m GTC telescope, at the Roque de los Muchachos Observatory (La Palma, Spain). The observation consisted of 4 spectra of 1200 s each, obtained with grism R1000B, covering the spectral range between 3650 and 7800 AA, at a resolving power of 600.

The acquisition image, obtained on 2024-10-31 at 02:42:33 UT, 8.14 hr since the trigger, shows the afterglow at r(AB) = 23.53 +/- 0.12 mag, as compared to Pan-STARRS field stars.

The spectrum shows a faint continuum over the complete spectral range, though a drop in flux is observed blueward of ~4700 AA, suggesting the onset of the Lyman-alpha forest. No clear DLA trough is visible, but several, low S/N absorption features are present to the red of the drop, which we tentatively interpret as Si II 1526, Si IV 1393, C IV 1548,1550 (blended), Al II 1670, Al III 1854,1862 at z = 2.82, which we propose as the redshift of GRB 241030B.",2.82,GRB 241030B,GTC (10.4 m),Spectroscopic,2.82
3801,2005-08-14 20:07:21.000,"GRB 050813: Gemini spectroscopy and redshifts of galaxies B and CE. Berger (Carnegie Observatories) reports:

""We reduced and analyzed spectra of galaxies B and C in the XRT error
circle of GRB 050813 (GCN 3788) obtained on Aug 14.35 UT with GMOS on the
Gemini north telescope under program GN-2005B-Q-6.  Two 1800-sec exposures
were obtained with a 0.75"" slit using the R400 grating.  We find that both
galaxies exhibit clear Ca H&K, H-beta, and H-gamma absorption at a
redshift of z=0.722.  The identical redshifts and the nature of the
galaxies (early types dominated by old stellar populations) support the
conclusion of Gladders et al. (GCN 3798) from Magellan imaging that the
position of GRB 050813 is centered on a galaxy cluster at z~0.5-1.  At
this redshift, given K~19 mag, galaxies B and C are about 0.5 L* compared
to the 2MASS luminosity function.

Assuming that this is the redshift of GRB 050813, we find an isotropic
equivalent gamma-ray energy of 1.7e50 erg (fluence = 1.24e-7 erg/cm^2;  
GCN 3793), which is somewhat larger than that of GRB 050724.""",z=0.722,GRB 050813,Gemini north telescope,Spectroscopic,0.722
37959,2024-10-30 09:46:53.311,"GRB 241030A: Keck/LRIS spectroscopic redshift z = 1.411WeiKang Zheng, Thomas G. Brink, Alexei V. Filippenko (UC Berkeley), and Yi
Yang (Tsinghua Univ., Beijing), report on behalf of the KAIT GRB team:


Following the detection of GRB 241030A (Klingler et al., GCN 37956), we
observed its optical counterpart (Klingler et al., GCN 37956; Watson et
al., GCN 37957; Fernández-Rodríguez et al., GCN 37958) with the Low
Resolution Imaging Spectrometer (LRIS; Oke et al. 1995) on the Keck I 10 m
telescope. Observations started at 2024-10-30 06:47 UTC (about 1.0 hr after
the burst), and consisted of 3 x 200 s exposures with the 600/4000 grism
and 400/8500 grating. The spectrum shows a well-detected continuum
throughout the complete range (3400-10,200 Ang). Numerous narrow absorption
lines are present, including Mg II 2796, 2803 Ang doublets at redshifts of
0.456, 0.862, 1.302, and 1.411. We conclude that the redshift of the GRB is
likely to be 1.411, but perhaps larger if the highest-redshift doublet is
not associated with the interstellar medium in the host galaxy.

The data presented herein were obtained at the W. M. Keck Observatory,
which is operated as a scientific partnership among the California
Institute of Technology, the University of California, and the National
Aeronautics and Space Administration. The Observatory was made possible by
the generous financial support of the W. M. Keck Foundation. The authors
wish to recognize and acknowledge the very significant cultural role and
reverence that the summit of Maunakea has always had within the indigenous
Hawaiian community. We are most fortunate to have the opportunity to
conduct observations from this mountain.
",1.411,GRB 241030A,W. M. Keck Observatory,Spectroscopic,1.411
37950,2024-10-29 23:35:55.090,"GRB 241029A: GTC/OSIRIS+ spectroscopic redshift z=1.072J. F. Agui Fernandez (CAHA), A. de Ugarte Postigo (LAM/OCA, CNRS), D. B. Malesani (DAWN/NBI and Radboud Univ.), A. Martin-Carrillo (UCD), G. Lombardi (GTC), C. C. Thoene (ASU-CAS, AbAO), N. R. Tanvir (U. Leicester), L. Izzo (INAF-OACn & DARK/NBI), S. Geier (GTC), D. Perez Valladares (GTC) report:

We observed the afterglow of GRB 241029A (Fermi GBM team, GCN 37932; Schanne et al., GCN 37934; Chenwei Wang et al., GCN 37935; Evans et al., GCN 37936; Jiang et al., GCN 37937; Weikang Lin et al., GCN 37939; Jiang et al., GCN 37940; Francile et al., GCN 37941; Ackley et al., GCN 37943; Odeh et al., GCN 37944; Myers et al., GCN 37945; Bernardini et al., GCN 37946, Adami et al., GCN 37948) using OSIRIS+ on the 10.4 m GTC telescope, at the Roque de los Muchachos Observatory (La Palma, Spain). The observation consisted of 4 acquisition images in r-band, followed by a 4x1200 s spectrum. The spectrum was obtained with grism R1000B, covering the spectral range between 3650 and 7800 AA at a resolving power of 600.

The acquisition image, obtained at 2024-10-29T21:32:51 UT, 19.21 hr since the Fermi trigger, shows the afterglow at r(AB) = 21.40 +/- 0.04 mag, as compared to SDSS field stars. The spectrum has a strong continuum throughout the complete range with absorption features due Fe II, FeII*, Mn II, Mg II, Mg I and the [O II] doublet at z = 1.072, which we propose as the redshift of GRB 241029A.",1.072,GRB 241029A,GTC,Spectroscopic,1.072
